date_1,day,month,year,temp2(c),temp2_max(c),temp2_min(c),temp2_ave(c),suface_pressure(pa),wind_speed50_max(m/s),wind_speed50_min(m/s),wind_speed50_ave(m/s),prectotcorr,total_demand(mw),date_2,max_generation(mw)
04-05-21,4,5,2021,26.78,30.19,24.54,27.365,100.76,6.22,1.16,3.69,31.94,10917,4/5/2021,11394
05-05-21,5,5,2021,26.3,29.41,23.57,26.49,100.81,5.35,0.39,2.87,9.78,11121,5/5/2021,
06-05-21,6,5,2021,28.39,33.71,23.17,28.44,100.86,5.21,1.48,3.345,6.4,12067,6/5/2021,12527
07-05-21,7,5,2021,29.33,34.24,24.2,29.22,100.91,6.02,1.61,3.815,12.63,10752,7/5/2021,11125
08-05-21,8,5,2021,29.03,33.16,24.5,28.83,100.79,5.76,1.13,3.445,9.74,12144,8/5/2021,12734
09-05-21,9,5,2021,29.56,34.13,24.58,29.355,100.64,4.18,0.23,2.205,4.97,10588,9/5/2021,10978
10-05-21,10,5,2021,29.69,34.6,24.87,29.735,100.49,5.12,2.84,3.98,9.37,10326,10/5/2021,10812
11-05-21,11,5,2021,28.52,32.07,25.14,28.605,100.49,5.62,1.44,3.53,27.87,9125,11/5/2021,9453
12-05-21,12,5,2021,28.14,31.47,25.19,28.33,100.38,5.84,0.16,3,25.81,9701,12/5/2021,10111
13-05-21,13,5,2021,28.44,32.9,24.19,28.545,100.32,5.8,2.41,4.105,12.12,8659,13-05-21,9099
14-05-21,14,5,2021,28.77,32.72,25.38,29.05,100.21,5.95,1.52,3.735,11.71,9368,14-05-21,9780
15-05-21,15,5,2021,30.54,36.24,25.02,30.63,100.32,7.18,2.28,4.73,3.79,8375,15-05-21,8766
16-05-21,16,5,2021,30.39,35.03,25.63,30.33,100.47,7.01,0.93,3.97,22.02,10306,16-05-21,10787
17-05-21,17,5,2021,31.1,35.48,26.53,31.005,100.45,6.2,1.83,4.015,9.26,10721,17-05-21,11192
18-05-21,18,5,2021,30.81,34.82,26.92,30.87,100.36,7.56,3.22,5.39,16.38,10535,18-05-21,10978
19-05-21,19,5,2021,30.04,33.15,26.99,30.07,100.32,7.12,3,5.06,8.42,12059,19-05-21,12768
20-05-21,20,5,2021,29.78,32.35,27.28,29.815,100.31,7.18,0.87,4.025,5.01,11434,20-05-21,11980
21-05-21,21,5,2021,29.79,33.17,27.24,30.205,100.27,8.13,0.3,4.215,2.47,11954,21-05-21,12519
22-05-21,22,5,2021,29.97,33.14,27.13,30.135,100.15,6.68,0.9,3.79,0.71,12710,22-05-21,13417
23-05-21,23,5,2021,31.61,35.61,27.69,31.65,100.1,4.95,0.44,2.695,0.12,12679,23-05-21,13357
24-05-21,24,5,2021,30.18,33.93,27.13,30.53,100.08,5.09,3.11,4.1,3.12,11730,24-05-21,12353
25-05-21,25,5,2021,29.19,32.64,26.72,29.68,99.88,7.88,0.59,4.235,30.88,11312,25-05-21,11907
26-05-21,26,5,2021,27.87,30.87,25.69,28.28,99.7,14.13,7.29,10.71,16.47,11008,26-05-21,11529
27-05-21,27,5,2021,28.69,31.98,26.04,29.01,100.01,13.67,6.96,10.315,11.31,11344,27-05-21,11749
28-05-21,28,5,2021,30.13,34.25,27.08,30.665,100.39,7.65,4.94,6.295,8.53,11198,28-05-21,11780
29-05-21,29,5,2021,29.98,34.12,26.15,30.135,100.4,6.62,3.28,4.95,5.43,12600,29-05-21,13171
30-05-21,30,5,2021,29.83,33.58,26.21,29.895,100.25,6.85,4.04,5.445,3.83,12319,30-05-21,12994
31-05-21,31,5,2021,28.33,29.97,26.87,28.42,100.06,7.8,5.8,6.8,35.68,11348,31-05-21,11840
01-06-21,1,6,2021,28.72,31.15,26.61,28.88,100.2,6.38,3.77,5.075,24.55,11026,1/6/2021,11612
02-06-21,2,6,2021,28.73,31.4,26.5,28.95,100.33,5.93,3.06,4.495,13.14,12204,2/6/2021,13014
03-06-21,3,6,2021,29.25,32.49,26.48,29.485,100.45,5.43,3.84,4.635,1.86,12192,3/6/2021,12754
04-06-21,4,6,2021,29.37,32.24,27.16,29.7,100.42,6.53,4.51,5.52,2.39,11697,4/6/2021,12215
05-06-21,5,6,2021,29.12,32.19,27.26,29.725,100.29,6.61,4.62,5.615,19.12,11035,5/6/2021,11262
06-06-21,6,6,2021,29.12,31.8,26.83,29.315,100.22,6.58,4.62,5.6,34.22,9892,6/6/2021,10227
07-06-21,7,6,2021,29.25,32.05,27.07,29.56,100.11,9.09,5.88,7.485,14.91,10619,7/6/2021,10869
08-06-21,8,6,2021,28.63,30.64,27,28.82,100,7.71,4.26,5.985,14.91,11765,8/6/2021,12411
09-06-21,9,6,2021,27.67,29.42,26.04,27.73,99.99,5.95,4.53,5.24,37.87,12236,9/6/2021,12803
10-06-21,10,6,2021,27.8,29.87,25.58,27.725,99.89,5.33,1.79,3.56,12.62,11822,10/6/2021,12223
11-06-21,11,6,2021,27.45,29.35,25.63,27.49,99.67,7.16,3.78,5.47,25.32,11046,11/6/2021,11584
12-06-21,12,6,2021,27.62,29.33,25.77,27.55,99.72,7.78,3.74,5.76,23.85,12044,12/6/2021,12668
13-06-21,13,6,2021,28.68,31.94,26.32,29.13,99.78,7.24,5,6.12,2.49,12244,13-06-21,12792
14-06-21,14,6,2021,28.97,32.06,26.64,29.35,99.57,8.62,2.55,5.585,12.27,12191,14-06-21,12749
15-06-21,15,6,2021,28.59,31.01,26.75,28.88,99.46,9.75,2.6,6.175,15.22,11797,15-06-21,12352
16-06-21,16,6,2021,28.4,31.61,25.97,28.79,99.63,6.48,2.19,4.335,7.11,11285,16-06-21,11896
17-06-21,17,6,2021,27.45,30.24,25.12,27.68,99.94,11.52,5.48,8.5,13.57,11090,17-06-21,11600
18-06-21,18,6,2021,27.45,30.83,24.55,27.69,100.13,7.8,3.23,5.515,32.1,10139,18-06-21,10628
19-06-21,19,6,2021,27.28,29.77,25.57,27.67,100.16,7.2,4.93,6.065,59.78,10232,19-06-21,10821
20-06-21,20,6,2021,26.94,28.83,25.15,26.99,100.14,7.47,1.79,4.63,15.67,10901,20-06-21,11276
21-06-21,21,6,2021,27.23,29.28,25.2,27.24,100.05,7.74,4.8,6.27,26.3,11566,21-06-21,12356
22-06-21,22,6,2021,27.94,31.19,25.38,28.285,100.14,7.52,4.38,5.95,7.25,11623,22-06-21,12106
23-06-21,23,6,2021,27.94,31.64,24.63,28.135,100.26,7.34,3.99,5.665,2.86,11981,23-06-21,12611
24-06-21,24,6,2021,28.63,32.15,25.45,28.8,100.12,6.68,4.15,5.415,3.39,11999,24-06-21,12604
25-06-21,25,6,2021,28.35,31.37,25.71,28.54,100.04,7.1,4.45,5.775,2.94,11499,25-06-21,12025
26-06-21,26,6,2021,28.65,31.9,26.01,28.955,100.19,6.56,5.66,6.11,4.4,12262,26-06-21,12938
27-06-21,27,6,2021,28.83,31.98,25.98,28.98,100.44,7.09,4.64,5.865,1.7,12113,27-06-21,12792
28-06-21,28,6,2021,28.51,31.36,26.33,28.845,100.37,7.48,5.36,6.42,11.61,11881,28-06-21,12335
29-06-21,29,6,2021,28.73,31.48,26.5,28.99,100.15,9.48,6.25,7.865,16.31,10896,29-06-21,11425
30-06-21,30,6,2021,28.68,31.19,27.17,29.18,99.97,8.51,6.26,7.385,38.72,9804,30-06-21,10217
01-07-21,1,7,2021,28.73,31.16,26.97,29.065,99.87,8.27,6.05,7.16,25.88,9625,1/7/2021,10097
02-07-21,2,7,2021,27.71,29.62,26.12,27.87,100.01,9.43,4.5,6.965,46.74,9500,2/7/2021,9942
03-07-21,3,7,2021,28.76,31.62,26.41,29.015,100.07,7.14,5.21,6.175,24.33,11000,3/7/2021,11515
04-07-21,4,7,2021,29.41,32.72,26.36,29.54,100.19,6.62,0.17,3.395,14.85,11288,4/7/2021,11704
05-07-21,5,7,2021,29.4,32.69,26.4,29.545,100.17,4.91,0.34,2.625,9.42,11862,5/7/2021,12477
06-07-21,6,7,2021,28.7,31.12,26.98,29.05,100.02,5.86,2.2,4.03,13.67,11798,6/7/2021,12433
07-07-21,7,7,2021,28.73,30.6,27.25,28.925,100.07,6.3,4.91,5.605,16.42,11209,7/7/2021,11698
08-07-21,8,7,2021,28.65,31.37,26.22,28.795,100.12,6.27,3.93,5.1,6.38,11769,8/7/2021,12358
09-07-21,9,7,2021,28.78,31.86,26.3,29.08,100.02,5.78,3.57,4.675,1.09,11572,9/7/2021,12113
10-07-21,10,7,2021,28.23,30.14,26.42,28.28,100.07,5.91,3.3,4.605,1.79,12453,10/7/2021,12898
11-07-21,11,7,2021,28.4,30.71,26.57,28.64,100.29,5.16,2.59,3.875,4.53,12348,11/7/2021,12900
12-07-21,12,7,2021,28.81,32.64,26.21,29.425,100.4,6.06,1.82,3.94,1.7,12405,12/7/2021,13022
13-07-21,13,7,2021,28.11,30.69,25.76,28.225,100.31,7.91,3.17,5.54,1.85,12242,13-07-21,12838
14-07-21,14,7,2021,28.62,31.92,26.27,29.095,100.37,7.19,3.22,5.205,1.45,12483,14-07-21,13077
15-07-21,15,7,2021,28.86,31.73,26.09,28.91,100.41,5.77,1.85,3.81,0.49,12759,15-07-21,13525
16-07-21,16,7,2021,27.73,29.23,26.4,27.815,100.54,6.09,2.2,4.145,4.15,12169,16-07-21,12830
17-07-21,17,7,2021,28.58,31.26,25.92,28.59,100.38,5.29,3.71,4.5,5.42,12501,17-07-21,13056
18-07-21,18,7,2021,27.48,28.8,26.38,27.59,100.17,5.3,3.3,4.3,11.49,12339,18-07-21,12953
19-07-21,19,7,2021,27.74,29.39,26.3,27.845,99.98,5.4,3.77,4.585,12.96,11427,19-07-21,11940
20-07-21,20,7,2021,28.75,31.89,26.08,28.985,99.91,5.23,3,4.115,42.84,10411,20-07-21,10960
21-07-21,21,7,2021,28.92,32.16,26.1,29.13,99.69,5.72,2.67,4.195,4.43,10819,21-07-21,11298
22-07-21,22,7,2021,28.76,31.93,26.34,29.135,99.57,7.54,2.99,5.265,15.7,10347,22-07-21,10908
23-07-21,23,7,2021,28,30.01,26.41,28.21,99.65,10.47,6.35,8.41,7.65,9844,23-07-21,10303
24-07-21,24,7,2021,28.76,31.53,27.08,29.305,99.77,10.2,6.16,8.18,24.32,10012,24-07-21,10620
25-07-21,25,7,2021,29.13,32.23,26.52,29.375,99.82,6.01,4.02,5.015,5.57,10649,25-07-21,11285
26-07-21,26,7,2021,30.4,33.55,27.4,30.475,99.59,4.52,0.78,2.65,3.57,10858,26-07-21,11354
27-07-21,27,7,2021,29.35,30.5,27.92,29.21,99.36,5.46,0.91,3.185,16.35,10053,27-07-21,10551
28-07-21,28,7,2021,28.8,29.97,27.4,28.685,99.12,10.92,3.52,7.22,5.04,9940,28-07-21,10400
29-07-21,29,7,2021,27.65,29.48,26.44,27.96,99.19,15.61,10.61,13.11,17.52,8861,29-07-21,9309
30-07-21,30,7,2021,28.23,30.98,26.45,28.715,99.7,14.61,7.58,11.095,13.27,9659,30-07-21,10204
31-07-21,31,7,2021,28.48,31.16,26.51,28.835,99.94,7.84,4.49,6.165,9.07,10156,31-07-21,10777
01-08-21,1,8,2021,27.94,30.26,26.23,28.245,99.88,6.34,4.46,5.4,16.38,10959,1/8/2021,11508
02-08-21,2,8,2021,28.69,32.31,26.15,29.23,99.88,5.38,2.3,3.84,11.58,11022,2/8/2021,11788
03-08-21,3,8,2021,28.68,31.21,26.22,28.715,99.93,4.05,1.38,2.715,11.43,11544,3/8/2021,12060
04-08-21,4,8,2021,28.32,30.44,26.58,28.51,99.94,4.05,1.97,3.01,36.69,11412,4/8/2021,11997
05-08-21,5,8,2021,29.44,33.26,26.05,29.655,99.83,3.94,0.48,2.21,13,11803,5/8/2021,12438
06-08-21,6,8,2021,29.01,31.3,26.93,29.115,99.68,5.84,3.15,4.495,29.11,11416,6/8/2021,12179
07-08-21,7,8,2021,28.25,29.89,27.16,28.525,100.01,8.55,4.48,6.515,32.75,11558,7/8/2021,12159
08-08-21,8,8,2021,29.07,32.15,26.55,29.35,100.32,7.18,2.72,4.95,8.83,11649,8/8/2021,12290
09-08-21,9,8,2021,29.13,32.25,26.4,29.325,100.28,6.66,3.72,5.19,11.21,11978,9/8/2021,12524
10-08-21,10,8,2021,28.83,31.35,26.99,29.17,100.04,7.19,4.42,5.805,9.08,11943,10/8/2021,12673
11-08-21,11,8,2021,29.19,31.81,27.23,29.52,100.05,6.27,4.28,5.275,5.2,12143,11/8/2021,12768
12-08-21,12,8,2021,28.78,30.72,27.43,29.075,100.16,8.82,5.46,7.14,21.55,12138,12/8/2021,12748
13-08-21,13,8,2021,27.64,29.14,26.52,27.83,100.11,9.77,5.77,7.77,17.26,11304,13-08-21,11840
14-08-21,14,8,2021,28.81,32.05,26.24,29.145,99.97,6.35,4.59,5.47,21.23,12044,14-08-21,12706
15-08-21,15,8,2021,28.54,31.39,26.62,29.005,100.12,6.59,2.84,4.715,8.11,11759,15-08-21,12487
16-08-21,16,8,2021,28.7,32.44,25.48,28.96,100.35,7.96,1.62,4.79,4.96,12325,16-08-21,12987
17-08-21,17,8,2021,28.48,31.65,26.36,29.005,100.38,7.78,4.26,6.02,12.81,12148,17-08-21,12675
18-08-21,18,8,2021,27.66,29.4,26.2,27.8,100.25,6.43,4.7,5.565,11.27,11895,18-08-21,12526
19-08-21,19,8,2021,27.31,29.15,25.76,27.455,100.33,7.67,4.14,5.905,4.34,11889,19-08-21,12531
20-08-21,20,8,2021,27.6,30.27,25.47,27.87,100.6,6.95,5.22,6.085,4.32,11063,20-08-21,11651
21-08-21,21,8,2021,27.97,30.98,25.33,28.155,100.73,5.98,2.8,4.39,3.08,12112,21-08-21,12686
22-08-21,22,8,2021,28.26,30.97,25.69,28.33,100.52,7.45,2.63,5.04,4.46,12665,22-08-21,13271
23-08-21,23,8,2021,28.62,31.58,26.08,28.83,100.36,6.88,4.39,5.635,14.12,11820,23-08-21,12491
24-08-21,24,8,2021,28.61,31.43,26.7,29.065,100.21,6.56,4.44,5.5,11.3,12265,24-08-21,12864
25-08-21,25,8,2021,28.45,30.71,27.04,28.875,99.98,6.56,5.03,5.795,16.29,12303,25-08-21,12919
26-08-21,26,8,2021,28.48,31.13,26.51,28.82,99.94,6.61,4.2,5.405,15.27,11915,26-08-21,12416
27-08-21,27,8,2021,27.31,28.37,26.3,27.335,100.16,6.46,4.59,5.525,35.07,11596,27-08-21,12120
28-08-21,28,8,2021,27.89,30.68,25.8,28.24,100.17,6.55,3.61,5.08,8.8,12173,28-08-21,12743
29-08-21,29,8,2021,27.64,30.43,25.31,27.87,100.29,6.92,4.03,5.475,5.9,12147,29-08-21,12893
30-08-21,30,8,2021,27.23,29.27,25.69,27.48,100.58,5.09,3.77,4.43,9.42,12234,30-08-21,12868
31-08-21,31,8,2021,28.1,31.23,25.39,28.31,100.67,4.48,2.34,3.41,4.45,12234,31-08-21,13185
01-09-21,1,9,2021,27.34,28.58,26.4,27.49,100.61,4.54,2.32,3.43,7.52,12420,1/9/2021,13075
02-09-21,2,9,2021,26.97,28.22,25.69,26.955,100.49,4.51,1.26,2.885,7.53,12388,2/9/2021,12964
03-09-21,3,9,2021,28.33,32.53,24.02,28.275,100.3,3.09,0.21,1.65,0.24,11981,3/9/2021,12602
04-09-21,4,9,2021,29.08,33.18,24.8,28.99,100.16,4.29,0.39,2.34,2.45,12652,4/9/2021,13343
05-09-21,5,9,2021,29.27,32.8,26.05,29.425,100.14,4.7,0.6,2.65,2.49,12423,5/9/2021,13148
06-09-21,6,9,2021,28.34,31.28,26.54,28.91,100.43,7.72,4.87,6.295,8.57,12409,6/9/2021,13082
07-09-21,7,9,2021,27.62,30.34,25.86,28.1,100.7,7.67,4.23,5.95,6.19,12400,7/9/2021,13060
08-09-21,8,9,2021,27.77,30.79,24.89,27.84,100.55,4.65,2.84,3.745,1.61,12592,8/9/2021,13130
09-09-21,9,9,2021,28.58,30.93,26,28.465,100.38,3.18,0.5,1.84,3,12707,9/9/2021,13314
10-09-21,10,9,2021,28.43,31.43,25.89,28.66,100.27,5.65,1.09,3.37,3.51,11936,10/9/2021,12581
11-09-21,11,9,2021,28.35,31.44,25.59,28.515,100.27,5.74,1.45,3.595,11.93,12768,11/9/2021,13509
12-09-21,12,9,2021,28.16,31.83,25.83,28.83,99.97,8.69,3.39,6.04,1.38,12497,12/9/2021,13025
13-09-21,13,9,2021,27.59,29.7,25.87,27.785,100.06,11.22,6.63,8.925,2.07,12292,13-09-21,12951
14-09-21,14,9,2021,27.29,28.71,26.11,27.41,100.48,7.83,4.67,6.25,13.54,11828,14-09-21,12442
15-09-21,15,9,2021,28.22,31.48,25.25,28.365,100.59,4.79,3.26,4.025,5.69,12409,15-09-21,13085
16-09-21,16,9,2021,27.78,30.61,25.6,28.105,100.36,5.2,1.34,3.27,10.26,12448,16-09-21,13020
17-09-21,17,9,2021,27.97,30.74,25.62,28.18,100.28,6.64,0.82,3.73,11.45,11238,17-09-21,11735
18-09-21,18,9,2021,26.83,28.38,25.69,27.035,100.47,5.6,2.42,4.01,13.83,12111,18-09-21,12647
19-09-21,19,9,2021,27.4,30.18,25.33,27.755,100.62,4.62,0.73,2.675,21.21,11833,19-09-21,12370
20-09-21,20,9,2021,26.84,29.23,25.02,27.125,100.56,5.47,3.07,4.27,3.36,11926,20-09-21,12571
21-09-21,21,9,2021,26.87,29.71,24.97,27.34,100.49,5.99,3.33,4.66,3.54,11898,21-09-21,12403
22-09-21,22,9,2021,26.35,29.05,24.74,26.895,100.42,5.62,3.6,4.61,5.79,11955,22-09-21,12491
23-09-21,23,9,2021,28.1,31.86,24.81,28.335,100.55,6.33,1.82,4.075,4.79,12472,23-09-21,
