date_1,day,month,year,temp2(c),temp2_max(c),temp2_min(c),temp2_ave(c),suface_pressure(pa),wind_speed50_max(m/s),wind_speed50_min(m/s),wind_speed50_ave(m/s),prectotcorr,total_demand(mw),date_2,max_generation(mw)
16-09-20,16,9,2020,28.01,30.35,26.46,28.405,100.38,5.79,4.72,5.255,2.11,11454,16-09-20,11966
17-09-20,17,9,2020,28.17,30.39,26.47,28.43,100.32,6.13,2.59,4.36,12.21,10942,17-09-20,11554
18-09-20,18,9,2020,29.28,32.77,26.05,29.41,100.19,3.77,0.32,2.045,1.83,11069,18-09-20,11625
19-09-20,19,9,2020,29.15,32.57,26.41,29.49,99.92,5.66,1.41,3.535,7.7,12223,19-09-20,12725
20-09-20,20,9,2020,29.42,31.73,27.37,29.55,99.72,5.86,0.83,3.345,2.74,11694,20-09-20,12220
21-09-20,21,9,2020,28.48,30.8,26.64,28.72,99.88,10.7,4.85,7.775,14.58,11413,21-09-20,11925
22-09-20,22,9,2020,28.05,29.8,26.64,28.22,100.16,9.02,4.72,6.87,16.91,11056,22-09-20,11422
23-09-20,23,9,2020,27.8,29.36,26.73,28.045,100.39,6.84,5.05,5.945,18.01,10939,23-09-20,11384
24-09-20,24,9,2020,27.56,28.96,26.35,27.655,100.45,6.61,5.41,6.01,13.99,10978,24-09-20,11477
25-09-20,25,9,2020,27.67,29.75,26.35,28.05,100.26,6.61,5.48,6.045,33.48,9767,25-09-20,10262
26-09-20,26,9,2020,27.5,29.07,26.21,27.64,100.18,8.77,5.85,7.31,39.17,10261,26-09-20,10714
27-09-20,27,9,2020,27.7,30.41,25.62,28.015,100.34,5.99,3.8,4.895,4.03,10979,27-09-20,11499
28-09-20,28,9,2020,28.29,31.35,25.56,28.455,100.36,4.34,1.88,3.11,1.03,11743,28-09-20,12111
29-09-20,29,9,2020,28.77,31.5,25.76,28.63,100.28,3.16,0.58,1.87,0.16,11819,29-09-20,12250
30-09-20,30,9,2020,28.58,31.1,26.24,28.67,100.19,3.55,0.29,1.92,1.03,11913,30-09-20,12428
01-10-20,1,10,2020,27.8,29.95,26.19,28.07,100.2,4.66,1.16,2.91,27.92,11538,1/10/2020,12065
02-10-20,2,10,2020,27.66,29.62,25.71,27.665,100.33,3.18,2.01,2.595,28.92,10720,2/10/2020,11238
03-10-20,3,10,2020,28.38,31.06,26.33,28.695,100.41,3.4,0.95,2.175,8.57,11598,3/10/2020,12091
04-10-20,4,10,2020,27.96,30.29,25.8,28.045,100.47,3.44,2.24,2.84,7.92,11830,4/10/2020,12317
05-10-20,5,10,2020,27.52,29.83,25.65,27.74,100.47,3.7,2.05,2.875,20.48,11547,5/10/2020,12054
06-10-20,6,10,2020,26.92,29.08,25.24,27.16,100.61,4.92,3.55,4.235,53.6,11286,6/10/2020,11944
07-10-20,7,10,2020,27.28,30.45,24.31,27.38,100.72,4.49,2.24,3.365,16.95,11307,7/10/2020,11899
08-10-20,8,10,2020,28.61,31.75,24.92,28.335,100.68,3.48,0.24,1.86,22.96,11499,8/10/2020,12063
09-10-20,9,10,2020,29.2,32.32,25.94,29.13,100.61,2.99,0.34,1.665,0.33,11352,9/10/2020,11909
10-10-20,10,10,2020,29.37,32.15,26.44,29.295,100.5,2.67,0.77,1.72,0.06,12057,10/10/2020,12650
11-10-20,11,10,2020,29.28,32.48,26.12,29.3,100.38,3.38,0.72,2.05,3.41,12198,11/10/2020,12759
12-10-20,12,10,2020,29.29,32.58,25.82,29.2,100.34,3.02,0.16,1.59,7.55,12029,12/10/2020,12722
13-10-20,13,10,2020,29.67,32.8,26.13,29.465,100.36,2.51,0.23,1.37,6.22,12102,13-10-20,12727
14-10-20,14,10,2020,29.61,32.69,26.95,29.82,100.45,3.01,0.08,1.545,4.29,11936,14-10-20,12528
15-10-20,15,10,2020,29.76,33.43,27.1,30.265,100.46,3.15,0.11,1.63,1,12106,15-10-20,12684
16-10-20,16,10,2020,29.59,32.81,26.78,29.795,100.44,2.38,1.04,1.71,2.08,11447,16-10-20,11984
17-10-20,17,10,2020,28.9,32.23,25.67,28.95,100.46,3.84,1.63,2.735,0.21,12031,17-10-20,12637
18-10-20,18,10,2020,28.78,31.97,26.22,29.095,100.53,3.88,0.65,2.265,0.23,11917,18-10-20,12512
19-10-20,19,10,2020,28.66,31.78,25.3,28.54,100.5,3.91,0.56,2.235,0.3,12058,19-10-20,12659
20-10-20,20,10,2020,27.91,31.48,24.46,27.97,100.51,4.41,0.78,2.595,1.62,11933,20-10-20,12538
21-10-20,21,10,2020,26.66,28.78,24.96,26.87,100.64,5.66,1.67,3.665,19.33,11433,21-10-20,12026
22-10-20,22,10,2020,25.51,27.07,24.11,25.59,100.49,6.97,3.02,4.995,55.2,9354,22-10-20,9836
23-10-20,23,10,2020,25.19,27.33,23.12,25.225,100.13,7.25,0.47,3.86,98.61,7734,23-10-20,8212
24-10-20,24,10,2020,25.86,28.85,23.83,26.34,100.35,6.81,3.42,5.115,3.1,9408,24-10-20,9790
25-10-20,25,10,2020,26.3,29.61,23.37,26.49,100.84,3.2,1.48,2.34,2.41,10230,25-10-20,10732
26-10-20,26,10,2020,26.69,30.42,23.01,26.715,100.89,3.37,0.42,1.895,1.45,10189,26-10-20,10705
27-10-20,27,10,2020,25.73,29.76,22.17,25.965,100.84,4.29,1.38,2.835,0,10665,27-10-20,11294
28-10-20,28,10,2020,25.82,30.01,21.71,25.86,100.92,5.06,1.46,3.26,0,10885,28-10-20,
29-10-20,29,10,2020,27.05,31.54,22.7,27.12,100.89,4.88,1.09,2.985,0.2,11453,29-10-20,12085
30-10-20,30,10,2020,27.55,31.32,23.76,27.54,100.74,5.02,2.26,3.64,0.61,10540,30-10-20,11107
31-10-20,31,10,2020,26.09,28.37,24.42,26.395,100.82,5.83,1.73,3.78,12.92,10665,31-10-20,11266
01-11-20,1,11,2020,25.52,27.99,23.52,25.755,100.98,6.44,1.67,4.055,14.49,10487,1/11/2020,11051
02-11-20,2,11,2020,26.8,30.11,23.33,26.72,101.04,1.66,0.48,1.07,8.01,10930,2/11/2020,11572
03-11-20,3,11,2020,27.01,30.23,24.21,27.22,101.04,4.2,0.16,2.18,1.92,10755,3/11/2020,11427
04-11-20,4,11,2020,23.73,27.56,20.37,23.965,101.03,4.39,2.16,3.275,0.11,9730,4/11/2020,10322
05-11-20,5,11,2020,23.12,29.63,18.41,24.02,101.19,4.52,0.91,2.715,0,9072,5/11/2020,9602
06-11-20,6,11,2020,21.25,26.54,16.65,21.595,101.42,4.88,1.63,3.255,0,7446,6/11/2020,7975
07-11-20,7,11,2020,21.54,27.4,15.76,21.58,101.41,4.99,1.88,3.435,0,8796,7/11/2020,9242
08-11-20,8,11,2020,23.12,28.63,17.66,23.145,101.41,4.4,1.29,2.845,0,9222,8/11/2020,9801
09-11-20,9,11,2020,24.34,29.35,19.19,24.27,101.29,3.29,0.91,2.1,0,9375,9/11/2020,10008
10-11-20,10,11,2020,23.9,28.77,18.83,23.8,101.25,4.16,1.55,2.855,0,9594,10/11/2020,10084
11-11-20,11,11,2020,23.65,29.49,18.65,24.07,101.34,4.47,1.7,3.085,0,9318,11/11/2020,9996
12-11-20,12,11,2020,24.03,29.73,18.51,24.12,101.38,4.62,0.46,2.54,0,9511,12/11/2020,10193
13-11-20,13,11,2020,24.23,29.55,19.8,24.675,101.27,5.31,1.78,3.545,0,8327,13-11-20,8915
14-11-20,14,11,2020,23.44,28.62,19.62,24.12,101.23,5.42,2.72,4.07,0,9248,14-11-20,9822
15-11-20,15,11,2020,23.08,28.37,18.38,23.375,101.24,5.43,1.09,3.26,0,9180,15-11-20,9729
16-11-20,16,11,2020,23.62,28.58,19.19,23.885,101.17,4.42,0.3,2.36,0,9170,16-11-20,9719
17-11-20,17,11,2020,23.46,27.65,19.51,23.58,101.08,4.9,1.99,3.445,0,9087,17-11-20,9633
18-11-20,18,11,2020,23.23,27.26,18.27,22.765,101.14,3.48,0.82,2.15,0,8802,18-11-20,9429
19-11-20,19,11,2020,22.9,27.15,18.37,22.76,101.13,4.41,0.27,2.34,0,8850,19-11-20,9284
20-11-20,20,11,2020,23.13,28.14,18.65,23.395,101.08,4.71,1.12,2.915,2.06,7877,20-11-20,8454
21-11-20,21,11,2020,23.17,27.4,19.75,23.575,101.05,4.3,0.17,2.235,7.96,8701,21-11-20,9321
22-11-20,22,11,2020,20.81,25.03,17.03,21.03,101.36,6.23,2.52,4.375,1.5,8569,22-11-20,8989
23-11-20,23,11,2020,17.99,23.79,12.76,18.275,101.48,5.54,2.97,4.255,0.13,8407,23-11-20,8867
24-11-20,24,11,2020,19.17,25.08,13.05,19.065,101.38,4.98,1.21,3.095,0,8259,24-11-20,8762
25-11-20,25,11,2020,20.01,25.89,14.19,20.04,101.37,3.95,1.15,2.55,0,8324,25-11-20,8900
26-11-20,26,11,2020,20.11,25.63,15.67,20.65,101.4,4.15,1.23,2.69,0,8439,26-11-20,8926
27-11-20,27,11,2020,20.58,25.84,16.19,21.015,101.47,6.48,2.13,4.305,0,7234,27-11-20,7828
28-11-20,28,11,2020,20.44,26.22,16.55,21.385,101.49,6.77,3.09,4.93,0,8553,28-11-20,9056
29-11-20,29,11,2020,19.63,25.91,14.78,20.345,101.49,6.48,2.38,4.43,0,8431,29-11-20,9055
30-11-20,30,11,2020,19.7,26.26,13.81,20.035,101.42,5.62,0.32,2.97,0,8456,30-11-20,9074
01-12-20,1,12,2020,20.49,26.29,14.94,20.615,101.43,3.71,0.29,2,0,8436,1/12/2020,8968
02-12-20,2,12,2020,20.88,25.9,16.29,21.095,101.25,3.53,0.8,2.165,0,8429,2/12/2020,8991
03-12-20,3,12,2020,21.05,25.8,16.62,21.21,101.2,2.42,0.84,1.63,0,8496,3/12/2020,8928
04-12-20,4,12,2020,20.39,25.39,15.97,20.68,101.16,2.73,0.43,1.58,0,7551,4/12/2020,7922
05-12-20,5,12,2020,20.19,24.75,16.14,20.445,101.24,2.39,0.84,1.615,0,8548,5/12/2020,9098
06-12-20,6,12,2020,20.59,25.02,16,20.51,101.41,2.52,0.66,1.59,0,8394,6/12/2020,8996
07-12-20,7,12,2020,19.99,25.29,15.55,20.42,101.53,4.4,0.19,2.295,0,8415,7/12/2020,8991
08-12-20,8,12,2020,19.33,24.19,15.33,19.76,101.51,4.23,0.83,2.53,0,8446,8/12/2020,8940
09-12-20,9,12,2020,19.95,24.23,16.26,20.245,101.35,2.3,0.23,1.265,0,8299,9/12/2020,8815
10-12-20,10,12,2020,19.8,24.12,15.99,20.055,101.27,1.5,0.41,0.955,0,8369,10/12/2020,8884
11-12-20,11,12,2020,19.21,23.57,15.65,19.61,101.34,1.77,0.59,1.18,0.02,7514,11/12/2020,7871
12-12-20,12,12,2020,18.44,22.59,15.2,18.895,101.25,3.12,0.02,1.57,0,8294,12/12/2020,8743
13-12-20,13,12,2020,19.61,24.24,15.5,19.87,101.1,2.22,0.27,1.245,0,8230,13-12-20,8699
14-12-20,14,12,2020,19.55,24.35,15.15,19.75,101.25,2.92,0.31,1.615,0,8396,14-12-20,8877
15-12-20,15,12,2020,18.21,23.75,14.13,18.94,101.47,5.07,1.21,3.14,0,8413,15-12-20,8816
16-12-20,16,12,2020,18.66,23.83,15.2,19.515,101.52,4.88,2.78,3.83,0,7263,16-12-20,7679
17-12-20,17,12,2020,18.4,23.87,14.1,18.985,101.43,4.7,2.23,3.465,0,8050,17-12-20,8546
18-12-20,18,12,2020,16.98,22.22,12.96,17.59,101.51,5.24,1.81,3.525,0,7408,18-12-20,7888
19-12-20,19,12,2020,13.9,19.83,9.44,14.635,101.63,5.74,2.45,4.095,0,8069,19-12-20,8602
20-12-20,20,12,2020,13.89,20.68,7.99,14.335,101.59,6.48,2.04,4.26,0,8215,20-12-20,8763
21-12-20,21,12,2020,16.12,22.76,9.95,16.355,101.4,5.46,0.5,2.98,0,8478,21-12-20,8862
22-12-20,22,12,2020,17.15,23.1,11.67,17.385,101.32,3.84,0.2,2.02,0,8499,22-12-20,8860
23-12-20,23,12,2020,17.37,23.19,12.1,17.645,101.24,3.46,1.09,2.275,6.14,8447,23-12-20,8950
24-12-20,24,12,2020,17.69,23.66,12.48,18.07,101.21,4.86,1.84,3.35,0,8385,24-12-20,8838
25-12-20,25,12,2020,17.03,23.26,12.05,17.655,101.26,4.99,2.22,3.605,0,7367,25-12-20,7815
26-12-20,26,12,2020,15.83,22.44,10.55,16.495,101.36,5.12,2.8,3.96,0,8310,26-12-20,8775
27-12-20,27,12,2020,15.32,21.85,9.55,15.7,101.3,5.27,2.47,3.87,0,8384,27-12-20,8843
28-12-20,28,12,2020,16.26,22.43,10.69,16.56,101.24,4.27,1.34,2.805,0,8367,28-12-20,8808
29-12-20,29,12,2020,16.11,22.23,11.27,16.75,101.29,4.47,0.84,2.655,0,8384,29-12-20,8945
30-12-20,30,12,2020,15.84,22.71,10.4,16.555,101.39,6.07,2.02,4.045,0,8329,30-12-20,8911
31-12-20,31,12,2020,16.38,22.98,10.53,16.755,101.42,6.23,2.6,4.415,0,8348,31-12-20,8853
01-01-21,1,1,2021,16.4,23.27,10.4,16.835,101.45,6.13,2.41,4.27,0,7417,1/1/2021,7934
02-01-21,2,1,2021,16.71,23.22,10.72,16.97,101.43,5.69,1.65,3.67,0,8407,2/1/2021,8946
03-01-21,3,1,2021,17.5,24.14,11.55,17.845,101.27,4.59,1.23,2.91,0,8318,3/1/2021,8863
04-01-21,4,1,2021,18.72,25.06,13.83,19.445,101.31,3.3,0.94,2.12,0,8478,4/1/2021,8921
05-01-21,5,1,2021,19.05,25.23,13.97,19.6,101.32,3.78,1.47,2.625,0.47,8619,5/1/2021,8993
06-01-21,6,1,2021,20.08,26.33,14.51,20.42,101.15,3.89,1.31,2.6,0,8635,6/1/2021,9073
07-01-21,7,1,2021,21.58,27.27,16.26,21.765,101.04,3.38,1.03,2.205,0,8753,7/1/2021,9116
08-01-21,8,1,2021,20.38,26.49,14.83,20.66,101.08,3.46,1.34,2.4,0.22,7846,8/1/2021,8158
09-01-21,9,1,2021,20.14,25.09,15.36,20.225,101.07,2.8,1.16,1.98,0,8767,9/1/2021,9141
10-01-21,10,1,2021,20.32,25.29,15.06,20.175,101.07,2.94,0.62,1.78,0,8750,10/1/2021,9200
11-01-21,11,1,2021,20.99,26.03,16.76,21.395,101.21,5.17,0.33,2.75,0,8918,11/1/2021,9283
12-01-21,12,1,2021,19.09,24.4,15.21,19.805,101.33,4.96,1.65,3.305,0,8859,12/1/2021,9245
13-01-21,13,1,2021,16.83,22.55,12.79,17.67,101.4,4.48,1.37,2.925,0,8788,13-01-21,9243
14-01-21,14,1,2021,15.68,21.81,10.34,16.075,101.4,5.23,1.73,3.48,0,8791,14-01-21,9125
15-01-21,15,1,2021,15.45,21.26,10.83,16.045,101.24,5.23,1.97,3.6,2.11,7819,15-01-21,8182
16-01-21,16,1,2021,15.9,22,10.58,16.29,101.14,4.09,1.7,2.895,0,8771,16-01-21,9165
17-01-21,17,1,2021,15.89,21.82,10.87,16.345,101.41,4.44,2.15,3.295,0,8817,17-01-21,9232
18-01-21,18,1,2021,17.02,23.2,11.33,17.265,101.36,4.16,0.4,2.28,0,8927,18-01-21,9297
19-01-21,19,1,2021,17.46,22.58,13.29,17.935,101.18,4.47,0.58,2.525,0,8954,19-01-21,9380
20-01-21,20,1,2021,18.52,23.51,14.76,19.135,101.09,4.91,1.28,3.095,0.43,8797,20-01-21,9241
21-01-21,21,1,2021,17.79,24.37,13.42,18.895,101.17,5.01,0.29,2.65,0.03,8844,21-01-21,9279
22-01-21,22,1,2021,16.08,22.95,10.24,16.595,101.33,4.95,0.83,2.89,0.1,7806,22-01-21,8189
23-01-21,23,1,2021,16.71,22.13,11.25,16.69,101.23,3.16,0.71,1.935,0,8810,23-01-21,9242
24-01-21,24,1,2021,17.46,23.58,11.84,17.71,101.33,3.3,0.1,1.7,0,8822,24-01-21,9104
25-01-21,25,1,2021,16.61,23.29,10.73,17.01,101.44,4.52,0.95,2.735,0,8815,25-01-21,9278
26-01-21,26,1,2021,16.9,23.53,12.14,17.835,101.39,4.44,1.89,3.165,0,8872,26-01-21,9240
27-01-21,27,1,2021,15.72,22.94,10.06,16.5,101.45,5.42,2.72,4.07,0,8781,27-01-21,9272
28-01-21,28,1,2021,15.26,23.53,8.35,15.94,101.47,6.2,2.91,4.555,0,8844,28-01-21,9240
29-01-21,29,1,2021,16.4,24.21,9.11,16.66,101.41,6.52,2.6,4.56,0,7939,29-01-21,8348
30-01-21,30,1,2021,15.8,23.37,10.39,16.88,101.37,5.15,2.24,3.695,0,8596,30-01-21,9075
31-01-21,31,1,2021,14.07,21.52,7.58,14.55,101.59,4.27,2.2,3.235,0,8790,31-01-21,9188
01-02-21,1,2,2021,14.73,22.47,8.53,15.5,101.69,5.23,2.34,3.785,0,8746,1/2/2021,9074
02-02-21,2,2,2021,15,23,8.63,15.815,101.62,5.05,2.04,3.545,0,8750,2/2/2021,9234
03-02-21,3,2,2021,16.45,25.05,9.27,17.16,101.49,5.63,2.98,4.305,0,8852,3/2/2021,9179
04-02-21,4,2,2021,17.84,26.45,10.55,18.5,101.43,6.05,3.48,4.765,0,8793,4/2/2021,9193
05-02-21,5,2,2021,18.87,26.83,11.53,19.18,101.29,5.84,2.23,4.035,0,7836,5/2/2021,8291
06-02-21,6,2,2021,19.84,27,14.95,20.975,101.2,8.91,0.39,4.65,0,8885,6/2/2021,9277
07-02-21,7,2,2021,18.27,25.26,13.8,19.53,101.41,7.38,2.84,5.11,0.1,8718,7/2/2021,9201
08-02-21,8,2,2021,17.9,25.93,11.44,18.685,101.39,5.84,3.05,4.445,0.01,8974,8/2/2021,9367
09-02-21,9,2,2021,18.21,26.57,10.91,18.74,101.34,4.96,2.78,3.87,0,8964,9/2/2021,9356
10-02-21,10,2,2021,19.98,27.02,14.12,20.57,101.17,3.2,0.67,1.935,0,9048,10/2/2021,9495
11-02-21,11,2,2021,20.48,26.89,14.69,20.79,101.16,3.1,0.95,2.025,0,8997,11/2/2021,9283
12-02-21,12,2,2021,20.6,27.65,15.1,21.375,101.25,3.35,0.66,2.005,0,7800,12/2/2021,8150
13-02-21,13,2,2021,21.06,27.76,15.46,21.61,101.29,3.39,0.38,1.885,0,8804,13-02-21,9370
14-02-21,14,2,2021,21.87,27.74,15.67,21.705,101.22,2.3,0.29,1.295,0,8973,14-02-21,9370
15-02-21,15,2,2021,21.67,28.35,15.48,21.915,101.08,3.13,0.93,2.03,0,9009,15-02-21,9418
16-02-21,16,2,2021,21.1,28.77,13.57,21.17,101.09,4.29,0.38,2.335,0,9113,16-02-21,9545
17-02-21,17,2,2021,21.77,28.85,14.67,21.76,101.19,4.52,0.34,2.43,0,9074,17-02-21,9519
18-02-21,18,2,2021,22.73,30.8,15.35,23.075,101.35,6.63,2.31,4.47,0,8145,18-02-21,9529
19-02-21,19,2,2021,22.92,28.97,17.08,23.025,101.48,4.9,1.15,3.025,0,9166,19-02-21,8526
20-02-21,20,2,2021,22.28,27.03,17.76,22.395,101.51,5.55,1.22,3.385,0,8887,20-02-21,9150
21-02-21,21,2,2021,22.83,30.26,16.3,23.28,101.4,3.75,1.5,2.625,0,8046,21-02-21,8450
22-02-21,22,2,2021,22.98,29.95,16.24,23.095,101.29,3.78,1.3,2.54,0,9211,22-02-21,9576
23-02-21,23,2,2021,23.23,30.43,16.47,23.45,101.1,3.86,1.59,2.725,0,9339,23-02-21,9640
24-02-21,24,2,2021,24.13,30.87,17.39,24.13,100.9,3.41,0.66,2.035,0,9436,24-02-21,9709
25-02-21,25,2,2021,25.16,31.82,17.9,24.86,100.76,4.37,0.62,2.495,0,9602,25-02-21,10039
26-02-21,26,2,2021,24.33,33.35,16.47,24.91,100.58,5.4,2.36,3.88,0,8677,26-02-21,9102
27-02-21,27,2,2021,25.21,33.15,18.23,25.69,100.58,5.22,0.79,3.005,0,9959,27-02-21,10386
28-02-21,28,2,2021,25.4,34.3,17.19,25.745,100.7,7.32,0.57,3.945,0,10308,28-02-21,10603
01-03-21,1,3,2021,26.25,34.49,18.62,26.555,100.95,7.23,1.95,4.59,0,10458,1/3/2021,10988
02-03-21,2,3,2021,26.12,33.65,19.16,26.405,101.04,4.08,2.23,3.155,0,10421,2/3/2021,10798
03-03-21,3,3,2021,24.9,32.62,19.17,25.895,101.02,5.86,1.2,3.53,0,10312,3/3/2021,
04-03-21,4,3,2021,24.83,32.23,16.93,24.58,101,5.28,0.28,2.78,0,10224,4/3/2021,10640
05-03-21,5,3,2021,25.29,33.66,16.19,24.925,100.89,7.41,0.27,3.84,0,9348,5/3/2021,9947
06-03-21,6,3,2021,25.76,33.35,19.33,26.34,100.89,5.84,0.98,3.41,0.26,,6/3/2021,10781
07-03-21,7,3,2021,25.69,33.71,19.05,26.38,101.03,6.12,1.34,3.73,0.56,10345,7/3/2021,10951
08-03-21,8,3,2021,26.19,33.2,20.12,26.66,101.13,6.18,0.6,3.39,0.54,10654,8/3/2021,11416
09-03-21,9,3,2021,26.85,35.22,19.41,27.315,101.01,6.23,2.46,4.345,0.23,10941,9/3/2021,11147
10-03-21,10,3,2021,27.76,35.23,21.26,28.245,101.04,6.31,0.98,3.645,0.59,10915,10/3/2021,11397
11-03-21,11,3,2021,27.39,34.23,20.98,27.605,101.16,5.84,1.97,3.905,0.23,11029,11/3/2021,11615
12-03-21,12,3,2021,28.45,35.38,21.6,28.49,101.26,5.58,0.62,3.1,0,10365,12/3/2021,10869
13-03-21,13,3,2021,27.83,34.55,22.78,28.665,101.17,6.58,0.69,3.635,2.8,8885,13-03-21,9432
14-03-21,14,3,2021,27.14,33.97,20.74,27.355,100.99,5.18,0.91,3.045,0.45,10459,14-03-21,10957
15-03-21,15,3,2021,26.86,33.45,20.28,26.865,100.92,3.78,1.02,2.4,1.8,10871,15-03-21,11505
16-03-21,16,3,2021,28,35.02,21.48,28.25,100.88,3.37,1.27,2.32,0,11089,16-03-21,11595
17-03-21,17,3,2021,28.26,35.21,21.27,28.24,100.84,3.63,0.46,2.045,0,10636,17-03-21,10952
18-03-21,18,3,2021,28.26,35.86,21.22,28.54,100.81,2.99,0.93,1.96,0,11153,18-03-21,11701
19-03-21,19,3,2021,28.83,36.3,20.3,28.3,100.73,3.45,0.28,1.865,0,10360,19-03-21,10846
20-03-21,20,3,2021,29.03,35.77,22.6,29.185,100.55,5.91,0.62,3.265,0,11574,20-03-21,12176
21-03-21,21,3,2021,29.93,37.55,23.09,30.32,100.61,5.87,0.79,3.33,0,11910,21-03-21,12525
22-03-21,22,3,2021,30.99,38.63,24.37,31.5,100.85,4.47,0.45,2.46,0,11869,22-03-21,12565
23-03-21,23,3,2021,30.99,38.59,22.59,30.59,100.91,5.18,0.66,2.92,0,12076,23-03-21,12643
24-03-21,24,3,2021,30.76,38.15,23.6,30.875,100.75,7,1.89,4.445,0,12125,24-03-21,12790
25-03-21,25,3,2021,30.12,38.26,23.41,30.835,100.72,6.38,4,5.19,0,12125,25-03-21,12717
26-03-21,26,3,2021,29.52,38.01,21.98,29.995,100.73,6.26,1.09,3.675,0,10469,26-03-21,11129
27-03-21,27,3,2021,29.19,37.65,21,29.325,100.72,4.8,1.38,3.09,0,11859,27-03-21,12446
28-03-21,28,3,2021,29.61,37.49,21.79,29.64,100.57,6.48,0.09,3.285,0,11927,28-03-21,12634
29-03-21,29,3,2021,30.81,38.23,23.49,30.86,100.35,7.89,1.97,4.93,0.09,11562,29-03-21,12050
30-03-21,30,3,2021,31.31,38.91,24.33,31.62,99.91,7.02,1.31,4.165,0.74,10886,30-03-21,11407
31-03-21,31,3,2021,31.08,40.19,23.42,31.805,99.71,5.87,1.6,3.735,0.96,11877,31-03-21,12403
01-04-21,1,4,2021,30.54,39.23,22.99,31.11,100,9.53,1.05,5.29,1,12228,1/4/2021,12893
02-04-21,2,4,2021,30.46,37.94,23.44,30.69,100.39,8.15,0.52,4.335,0.07,11243,2/4/2021,11995
03-04-21,3,4,2021,30.93,38.44,23.47,30.955,100.57,7.45,1.05,4.25,0.02,10853,3/4/2021,13018
04-04-21,4,4,2021,30.64,38.77,23.33,31.05,100.61,8.76,1.97,5.365,5.8,12263,4/4/2021,8524
05-04-21,5,4,2021,29.98,36.43,23.46,29.945,100.83,8.58,0.42,4.5,2.73,8191,5/4/2021,11347
06-04-21,6,4,2021,29.29,36.83,20.93,28.88,100.8,6.01,0.84,3.425,8.42,11398,6/4/2021,11958
07-04-21,7,4,2021,30.03,37.67,23.23,30.45,100.79,8.75,2.96,5.855,0,11973,7/4/2021,12651
08-04-21,8,4,2021,30.3,37.48,23.14,30.31,100.65,8.77,3.24,6.005,0.17,11048,8/4/2021,12854
09-04-21,9,4,2021,30.1,36.64,24.28,30.46,100.69,7.17,2.3,4.735,3.03,11048,9/4/2021,11655
10-04-21,10,4,2021,30.38,37.09,24,30.545,100.77,6.03,1.75,3.89,5.45,12496,10/4/2021,13064
11-04-21,11,4,2021,31.87,38.62,24.4,31.51,100.86,6.82,0.6,3.71,0.86,12201,11/4/2021,12798
12-04-21,12,4,2021,32.98,39.63,26.44,33.035,100.86,8.14,1.22,4.68,0.24,12729,12/4/2021,13377
13-04-21,13,4,2021,32.44,40.36,24.78,32.57,100.73,8.91,1.71,5.31,0.25,12717,13-04-21,13308
14-04-21,14,4,2021,31.95,39.95,23.69,31.82,100.65,8.93,0.37,4.65,0.12,12460,14-04-21,13058
15-04-21,15,4,2021,31.26,37.23,26.05,31.64,100.55,8.83,3.4,6.115,0.01,12738,15-04-21,13380
16-04-21,16,4,2021,30.51,37.05,26.26,31.655,100.64,8.45,4.41,6.43,0.14,12290,16-04-21,12705
17-04-21,17,4,2021,29.65,36.38,24.08,30.23,100.8,8.08,2.1,5.09,8.05,11455,17-04-21,11940
18-04-21,18,4,2021,29.87,36.05,24.02,30.035,100.75,7.09,1.95,4.52,12.97,12120,18-04-21,12661
19-04-21,19,4,2021,31.15,38.96,24.47,31.715,100.46,8.04,2.16,5.1,1.15,12524,19-04-21,12961
20-04-21,20,4,2021,30.75,39.3,22.55,30.925,100.47,8.9,1.56,5.23,1.9,12685,20-04-21,13228
21-04-21,21,4,2021,31.43,37.63,25.48,31.555,100.62,7.55,1.3,4.425,1.05,11938,21-04-21,12542
22-04-21,22,4,2021,30.2,36.05,25.56,30.805,100.68,6.45,1.71,4.08,22.52,11790,22-04-21,12409
23-04-21,23,4,2021,30.51,37.14,24.42,30.78,100.64,4.21,0.84,2.525,0.86,11326,23-04-21,11853
24-04-21,24,4,2021,31.3,38.9,24.19,31.545,100.57,7.25,0.41,3.83,0,12410,24-04-21,13007
25-04-21,25,4,2021,31.3,39.6,23.44,31.52,100.52,7.02,1.7,4.36,0,12734,25-04-21,13520
26-04-21,26,4,2021,32.58,39.95,25.17,32.56,100.47,6.48,0.5,3.49,0,13065,26-04-21,13777
27-04-21,27,4,2021,32.51,39.21,26.66,32.935,100.51,8.11,3,5.555,0,13194,27-04-21,13792
28-04-21,28,4,2021,32.3,39.48,25.68,32.58,100.71,8.36,1.41,4.885,0.1,12298,28-04-21,12949
29-04-21,29,4,2021,30.83,35.26,26.83,31.045,100.77,6.38,2.41,4.395,3.74,12967,29-04-21,13788
30-04-21,30,4,2021,31.26,37.36,25.86,31.61,100.63,6.31,0.12,3.215,4.56,12555,30-04-21,13289
01-05-21,1,5,2021,32.22,38.83,26.06,32.445,100.65,8.17,1.33,4.75,0.33,11227,1/5/2021,11665
02-05-21,2,5,2021,32.17,38.27,25.81,32.04,100.65,7.12,1.55,4.335,0.56,12237,2/5/2021,12738
03-05-21,3,5,2021,29.71,33.94,26.35,30.145,100.59,7.41,0.61,4.01,6.74,12405,3/5/2021,12943
